Time	Ampl		
-0.025590136	2		
-0.025589136	2.02		
-0.025588136	1.96		
-0.025587136	1.98		
-0.025586136	2		
-0.025585136	2		
-0.025584136	2.04		
-0.025583136	1.96		
-0.025582136	2		
-0.025581136	2.04		
-0.025580136	2.02		
-0.025579136	1.96		
-0.025578136	2		
-0.025577136	1.98		
-0.025576136	1.98		
-0.025575136	1.94		
-0.025574136	2		
-0.025573136	1.96		
-0.025572136	2.04		
-0.025571136	2.06		
-0.025570136	2		
-0.025569136	1.9		
-0.025568136	1.98		
-0.025567136	1.96		
-0.025566136	1.98		
-0.025565136	2.04		
-0.025564136	1.96		
-0.025563136	1.98		
-0.025562136	1.96		
-0.025561136	1.96		
-0.025560136	1.98		
-0.025559136	2		
-0.025558136	2.04		
-0.025557136	1.98		
-0.025556136	1.96		
-0.025555136	2.04		
-0.025554136	2		
-0.025553136	2.02		
-0.025552136	2.02		
-0.025551136	1.98		
-0.025550136	2.02		
-0.025549136	1.96		
-0.025548136	1.96		
-0.025547136	2.02		
-0.025546136	1.94		
-0.025545136	2.02		
-0.025544136	2.02		
-0.025543136	1.98		
-0.025542136	2		
-0.025541136	2.04		
-0.025540136	1.98		
-0.025539136	2		
-0.025538136	2		
-0.025537136	1.98		
-0.025536136	2.04		
-0.025535136	2		
-0.025534136	1.98		
-0.025533136	1.98		
-0.025532136	1.98		
-0.025531136	2.04		
-0.025530136	2.02		
-0.025529136	2.02		
-0.025528136	2.02		
-0.025527136	1.96		
-0.025526136	2.02		
-0.025525136	2		
-0.025524136	2.06		
-0.025523136	2		
-0.025522136	2		
-0.025521136	2		
-0.025520136	2.02		
-0.025519136	1.96		
-0.025518136	2		
-0.025517136	1.96		
-0.025516136	2.02		
-0.025515136	2		
-0.025514136	2.32		
-0.025513136	8.36		
-0.025512136	8.38		
-0.025511136	8.34		
-0.025510136	8.28		
-0.025509136	8.26		
-0.025508136	8.26		
-0.025507136	8.28		
-0.025506136	8.28		
-0.025505136	8.3		
-0.025504136	8.28		
-0.025503136	8.26		
-0.025502136	8.22		
-0.025501136	8.28		
-0.025500136	8.28		
-0.025499136	8.32		
-0.025498136	8.34		
-0.025497136	8.32		
-0.025496136	8.28		
-0.025495136	8.26		
-0.025494136	8.32		
-0.025493136	8.26		
-0.025492136	8.26		
-0.025491136	8.32		
-0.025490136	8.32		
-0.025489136	8.24		
-0.025488136	8.28		
-0.025487136	8.3		
-0.025486136	8.3		
-0.025485136	8.24		
-0.025484136	8.36		
-0.025483136	8.28		
-0.025482136	8.3		
-0.025481136	8.34		
-0.025480136	8.34		
-0.025479136	8.3		
-0.025478136	8.3		
-0.025477136	8.36		
-0.025476136	8.32		
-0.025475136	8.3		
-0.025474136	8.36		
-0.025473136	8.26		
-0.025472136	8.24		
-0.025471136	8.36		
-0.025470136	8.3		
-0.025469136	8.34		
-0.025468136	8.3		
-0.025467136	8.3		
-0.025466136	8.26		
-0.025465136	8.32		
-0.025464136	8.38		
-0.025463136	8.28		
-0.025462136	8.34		
-0.025461136	8.3		
-0.025460136	8.3		
-0.025459136	8.34		
-0.025458136	8.36		
-0.025457136	8.34		
-0.025456136	8.36		
-0.025455136	8.3		
-0.025454136	8.3		
-0.025453136	8.32		
-0.025452136	8.34		
-0.025451136	8.3		
-0.025450136	8.32		
-0.025449136	8.26		
-0.025448136	8.32		
-0.025447136	8.32		
-0.025446136	8.28		
-0.025445136	8.34		
-0.025444136	8.32		
-0.025443136	8.26		
-0.025442136	8.34		
-0.025441136	8.34		
-0.025440136	8.2		
-0.025439136	8.24		
-0.025438136	8.34		
-0.025437136	8.3		
-0.025436136	8.28		
-0.025435136	8.3		
-0.025434136	8.3		
-0.025433136	8.32		
-0.025432136	8.38		
-0.025431136	8.3		
-0.025430136	8.34		
-0.025429136	8.32		
-0.025428136	8.3		
-0.025427136	8.28		
-0.025426136	8.3		
-0.025425136	8.28		
-0.025424136	8.32		
-0.025423136	8.3		
-0.025422136	8.28		
-0.025421136	8.3		
-0.025420136	8.24		
-0.025419136	8.34		
-0.025418136	8.26		
-0.025417136	8.3		
-0.025416136	8.3		
-0.025415136	8.32		
-0.025414136	8.32		
-0.025413136	8.32		
-0.025412136	8.28		
-0.025411136	8.38		
-0.025410136	8.28		
-0.025409136	8.3		
-0.025408136	8.3		
-0.025407136	8.28		
-0.025406136	8.36		
-0.025405136	8.28		
-0.025404136	8.36		
-0.025403136	8.34		
-0.025402136	8.2		
-0.025401136	8.3		
-0.025400136	8.28		
-0.025399136	8.32		
-0.025398136	8.36		
-0.025397136	8.28		
-0.025396136	8.28		
-0.025395136	8.34		
-0.025394136	8.34		
-0.025393136	8.32		
-0.025392136	8.38		
-0.025391136	8.34		
-0.025390136	8.36		
-0.025389136	8.38		
-0.025388136	8.32		
-0.025387136	8.34		
-0.025386136	8.32		
-0.025385136	8.28		
-0.025384136	8.24		
-0.025383136	8.36		
-0.025382136	8.34		
-0.025381136	8.36		
-0.025380136	8.3		
-0.025379136	8.3		
-0.025378136	8.3		
-0.025377136	8.3		
-0.025376136	8.28		
-0.025375136	8.34		
-0.025374136	8.28		
-0.025373136	8.34		
-0.025372136	8.3		
-0.025371136	8.34		
-0.025370136	8.3		
-0.025369136	8.26		
-0.025368136	8.3		
-0.025367136	8.3		
-0.025366136	8.26		
-0.025365136	8.3		
-0.025364136	8.38		
-0.025363136	8.4		
-0.025362136	8.24		
-0.025361136	8.32		
-0.025360136	8.28		
-0.025359136	8.28		
-0.025358136	8.22		
-0.025357136	8.32		
-0.025356136	8.34		
-0.025355136	8.28		
-0.025354136	8.32		
-0.025353136	8.26		
-0.025352136	8.32		
-0.025351136	8.36		
-0.025350136	8.34		
-0.025349136	8.34		
-0.025348136	8.38		
-0.025347136	8.32		
-0.025346136	8.32		
-0.025345136	8.34		
-0.025344136	8.32		
-0.025343136	8.34		
-0.025342136	8.34		
-0.025341136	8.34		
-0.025340136	8.34		
-0.025339136	8.34		
-0.025338136	8.38		
-0.025337136	8.34		
-0.025336136	8.3		
-0.025335136	8.28		
-0.025334136	8.36		
-0.025333136	8.34		
-0.025332136	8.3		
-0.025331136	8.32		
-0.025330136	8.36		
-0.025329136	8.28		
-0.025328136	8.34		
-0.025327136	8.32		
-0.025326136	8.32		
-0.025325136	8.22		
-0.025324136	8.3		
-0.025323136	8.34		
-0.025322136	8.32		
-0.025321136	8.26		
-0.025320136	8.36		
-0.025319136	8.26		
-0.025318136	8.32		
-0.025317136	8.3		
-0.025316136	8.32		
-0.025315136	8.32		
-0.025314136	8.3		
-0.025313136	8.32		
-0.025312136	8.3		
-0.025311136	8.28		
-0.025310136	8.36		
-0.025309136	8.26		
-0.025308136	8.28		
-0.025307136	8.26		
-0.025306136	8.26		
-0.025305136	8.26		
-0.025304136	8.24		
-0.025303136	2.5		
-0.025302136	1.9		
-0.025301136	2.02		
-0.025300136	1.94		
-0.025299136	1.94		
-0.025298136	1.96		
-0.025297136	2.04		
-0.025296136	2.02		
-0.025295136	2.02		
-0.025294136	2.04		
-0.025293136	2		
-0.025292136	1.98		
-0.025291136	2.06		
-0.025290136	2.02		
-0.025289136	2.12		
-0.025288136	2.04		
-0.025287136	2.06		
-0.025286136	2.04		
-0.025285136	2		
-0.025284136	2.06		
-0.025283136	2.1		
-0.025282136	2.06		
-0.025281136	2.08		
-0.025280136	2.06		
-0.025279136	2.06		
-0.025278136	2.02		
-0.025277136	2.04		
-0.025276136	2		
-0.025275136	2.02		
-0.025274136	2.04		
-0.025273136	2.02		
-0.025272136	1.94		
-0.025271136	2.04		
-0.025270136	2.06		
-0.025269136	2.08		
-0.025268136	2.04		
-0.025267136	2.06		
-0.025266136	2		
-0.025265136	2.06		
-0.025264136	2.02		
-0.025263136	2.06		
-0.025262136	2.04		
-0.025261136	2		
-0.025260136	2.04		
-0.025259136	2.06		
-0.025258136	2		
-0.025257136	2		
-0.025256136	2		
-0.025255136	2.02		
-0.025254136	2.04		
-0.025253136	2.08		
-0.025252136	2		
-0.025251136	2.06		
-0.025250136	1.98		
-0.025249136	1.96		
-0.025248136	2		
-0.025247136	2.06		
-0.025246136	1.96		
-0.025245136	1.96		
-0.025244136	2		
-0.025243136	2.02		
-0.025242136	1.98		
-0.025241136	2		
-0.025240136	2		
-0.025239136	2.02		
-0.025238136	1.98		
-0.025237136	1.98		
-0.025236136	2.04		
-0.025235136	2.04		
-0.025234136	2.06		
-0.025233136	2.04		
-0.025232136	1.96		
-0.025231136	2.06		
-0.025230136	1.88		
-0.025229136	2		
-0.025228136	2.02		
-0.025227136	2.02		
-0.025226136	2.06		
-0.025225136	2.02		
-0.025224136	2		
-0.025223136	2.04		
-0.025222136	1.98		
-0.025221136	2		
-0.025220136	2		
-0.025219136	1.98		
-0.025218136	2.04		
-0.025217136	2.02		
-0.025216136	2.04		
-0.025215136	1.98		
-0.025214136	2		
-0.025213136	2		
-0.025212136	2.02		
-0.025211136	2.02		
-0.025210136	2.06		
-0.025209136	2.08		
-0.025208136	2.02		
-0.025207136	2.06		
-0.025206136	1.98		
-0.025205136	2.02		
-0.025204136	2.02		
-0.025203136	2.02		
-0.025202136	2		
-0.025201136	2.02		
-0.025200136	2.02		
-0.025199136	2.04		
-0.025198136	2.02		
-0.025197136	1.98		
-0.025196136	1.98		
-0.025195136	1.98		
-0.025194136	2.02		
-0.025193136	1.96		
-0.025192136	1.96		
-0.025191136	2.02		
-0.025190136	2.02		
-0.025189136	2		
-0.025188136	1.96		
-0.025187136	2.02		
-0.025186136	1.98		
-0.025185136	2.02		
-0.025184136	2		
-0.025183136	2.06		
-0.025182136	1.94		
-0.025181136	1.98		
-0.025180136	2		
-0.025179136	2.02		
-0.025178136	2		
-0.025177136	2.02		
-0.025176136	2		
-0.025175136	2		
-0.025174136	2.02		
-0.025173136	1.9		
-0.025172136	2.04		
-0.025171136	1.98		
-0.025170136	2.06		
-0.025169136	2.06		
-0.025168136	1.98		
-0.025167136	2		
-0.025166136	2		
-0.025165136	2		
-0.025164136	2.06		
-0.025163136	1.96		
-0.025162136	2.02		
-0.025161136	2		
-0.025160136	1.98		
-0.025159136	1.96		
-0.025158136	2		
-0.025157136	1.98		
-0.025156136	1.96		
-0.025155136	1.96		
-0.025154136	2.04		
-0.025153136	2		
-0.025152136	2		
-0.025151136	1.94		
-0.025150136	1.94		
-0.025149136	2.06		
-0.025148136	1.92		
-0.025147136	2.02		
-0.025146136	2.02		
-0.025145136	2.02		
-0.025144136	2		
-0.025143136	2		
-0.025142136	2.04		
-0.025141136	2		
-0.025140136	1.98		
-0.025139136	2.04		
-0.025138136	1.98		
-0.025137136	1.92		
-0.025136136	2.02		
-0.025135136	1.92		
-0.025134136	1.98		
-0.025133136	2.06		
-0.025132136	2		
-0.025131136	2		
-0.025130136	1.96		
-0.025129136	2.02		
-0.025128136	2.02		
-0.025127136	2.02		
-0.025126136	2.02		
-0.025125136	1.98		
-0.025124136	1.98		
-0.025123136	2.02		
-0.025122136	1.98		
-0.025121136	1.96		
-0.025120136	1.96		
-0.025119136	2.04		
-0.025118136	2.02		
-0.025117136	1.86		
-0.025116136	2		
-0.025115136	2.02		
-0.025114136	1.98		
-0.025113136	2		
-0.025112136	2		
-0.025111136	1.94		
-0.025110136	2.04		
-0.025109136	2		
-0.025108136	2.02		
-0.025107136	1.96		
-0.025106136	2.06		
-0.025105136	1.96		
-0.025104136	1.98		
-0.025103136	1.96		
-0.025102136	1.94		
-0.025101136	1.96		
-0.025100136	2.02		
-0.025099136	1.98		
-0.025098136	2.06		
-0.025097136	2		
-0.025096136	2.04		
-0.025095136	2.02		
-0.025094136	8.48		
-0.025093136	8.42		
-0.025092136	8.26		
-0.025091136	8.32		
-0.025090136	8.26		
-0.025089136	8.32		
-0.025088136	8.3		
-0.025087136	8.28		
-0.025086136	8.3		
-0.025085136	8.24		
-0.025084136	8.3		
-0.025083136	8.3		
-0.025082136	8.26		
-0.025081136	8.3		
-0.025080136	8.26		
-0.025079136	8.24		
-0.025078136	8.24		
-0.025077136	8.32		
-0.025076136	8.28		
-0.025075136	8.24		
-0.025074136	8.26		
-0.025073136	8.32		
-0.025072136	8.22		
-0.025071136	8.22		
-0.025070136	8.28		
-0.025069136	8.26		
-0.025068136	8.28		
-0.025067136	8.38		
-0.025066136	8.28		
-0.025065136	8.26		
-0.025064136	8.3		
-0.025063136	8.26		
-0.025062136	8.32		
-0.025061136	8.22		
-0.025060136	8.26		
-0.025059136	8.32		
-0.025058136	8.24		
-0.025057136	8.22		
-0.025056136	8.14		
-0.025055136	8.24		
-0.025054136	8.3		
-0.025053136	8.38		
-0.025052136	8.24		
-0.025051136	8.28		
-0.025050136	8.36		
-0.025049136	8.24		
-0.025048136	8.24		
-0.025047136	8.2		
-0.025046136	8.26		
-0.025045136	8.28		
-0.025044136	8.28		
-0.025043136	8.22		
-0.025042136	8.28		
-0.025041136	8.32		
-0.025040136	8.24		
-0.025039136	8.24		
-0.025038136	8.26		
-0.025037136	8.26		
-0.025036136	8.32		
-0.025035136	8.26		
-0.025034136	8.26		
-0.025033136	8.28		
-0.025032136	8.32		
-0.025031136	8.36		
-0.025030136	8.36		
-0.025029136	8.28		
-0.025028136	8.28		
-0.025027136	8.34		
-0.025026136	8.28		
-0.025025136	8.26		
-0.025024136	8.36		
-0.025023136	8.26		
-0.025022136	8.28		
-0.025021136	8.26		
-0.025020136	8.3		
-0.025019136	8.28		
-0.025018136	8.36		
-0.025017136	8.36		
-0.025016136	8.28		
-0.025015136	8.3		
-0.025014136	8.3		
-0.025013136	8.3		
-0.025012136	8.34		
-0.025011136	8.32		
-0.025010136	8.36		
-0.025009136	8.34		
-0.025008136	8.22		
-0.025007136	8.3		
-0.025006136	8.32		
-0.025005136	8.26		
-0.025004136	8.3		
-0.025003136	8.24		
-0.025002136	8.3		
-0.025001136	8.28		
-0.025000136	8.32		
-0.024999136	8.3		
-0.024998136	8.34		
-0.024997136	8.26		
-0.024996136	8.38		
-0.024995136	8.26		
-0.024994136	8.24		
-0.024993136	8.34		
-0.024992136	8.34		
-0.024991136	8.32		
-0.024990136	8.36		
-0.024989136	8.28		
-0.024988136	8.34		
-0.024987136	8.24		
-0.024986136	8.22		
-0.024985136	8.32		
-0.024984136	8.32		
-0.024983136	8.26		
-0.024982136	8.36		
-0.024981136	8.3		
-0.024980136	8.34		
-0.024979136	8.36		
-0.024978136	8.36		
-0.024977136	8.24		
-0.024976136	8.22		
-0.024975136	8.32		
-0.024974136	8.26		
-0.024973136	8.28		
-0.024972136	8.34		
-0.024971136	8.34		
-0.024970136	8.34		
-0.024969136	8.32		
-0.024968136	8.34		
-0.024967136	8.34		
-0.024966136	8.32		
-0.024965136	8.34		
-0.024964136	8.28		
-0.024963136	8.28		
-0.024962136	8.32		
-0.024961136	8.36		
-0.024960136	8.4		
-0.024959136	8.22		
-0.024958136	8.34		
-0.024957136	8.3		
-0.024956136	8.34		
-0.024955136	8.3		
-0.024954136	8.34		
-0.024953136	8.2		
-0.024952136	8.32		
-0.024951136	8.36		
-0.024950136	8.32		
-0.024949136	8.36		
-0.024948136	8.26		
-0.024947136	8.32		
-0.024946136	8.32		
-0.024945136	8.36		
-0.024944136	8.26		
-0.024943136	8.3		
-0.024942136	8.3		
-0.024941136	8.3		
-0.024940136	8.3		
-0.024939136	8.32		
-0.024938136	8.34		
-0.024937136	8.32		
-0.024936136	8.22		
-0.024935136	8.3		
-0.024934136	8.3		
-0.024933136	8.28		
-0.024932136	8.32		
-0.024931136	8.32		
-0.024930136	8.3		
-0.024929136	8.32		
-0.024928136	8.26		
-0.024927136	8.32		
-0.024926136	8.18		
-0.024925136	8.28		
-0.024924136	8.34		
-0.024923136	8.24		
-0.024922136	8.36		
-0.024921136	8.24		
-0.024920136	8.32		
-0.024919136	8.3		
-0.024918136	8.32		
-0.024917136	8.32		
-0.024916136	8.28		
-0.024915136	8.3		
-0.024914136	8.28		
-0.024913136	8.34		
-0.024912136	8.3		
-0.024911136	8.36		
-0.024910136	8.28		
-0.024909136	8.26		
-0.024908136	8.32		
-0.024907136	8.26		
-0.024906136	8.32		
-0.024905136	8.28		
-0.024904136	8.26		
-0.024903136	8.36		
-0.024902136	8.34		
-0.024901136	8.34		
-0.024900136	8.4		
-0.024899136	8.3		
-0.024898136	8.3		
-0.024897136	8.3		
-0.024896136	8.34		
-0.024895136	8.32		
-0.024894136	8.32		
-0.024893136	8.36		
-0.024892136	8.34		
-0.024891136	8.38		
-0.024890136	8.26		
-0.024889136	8.28		
-0.024888136	8.26		
-0.024887136	8.34		
-0.024886136	8.34		
-0.024885136	8.34		
-0.024884136	8.3		
-0.024883136	8.28		
-0.024882136	8.34		
-0.024881136	8.34		
-0.024880136	8.36		
-0.024879136	8.28		
-0.024878136	8.38		
-0.024877136	8.28		
-0.024876136	8.32		
-0.024875136	8.24		
-0.024874136	8.3		
-0.024873136	8.28		
-0.024872136	8.34		
-0.024871136	8.24		
-0.024870136	8.3		
-0.024869136	8.28		
-0.024868136	8.26		
-0.024867136	8.32		
-0.024866136	8.36		
-0.024865136	8.34		
-0.024864136	8.28		
-0.024863136	8.36		
-0.024862136	8.36		
-0.024861136	8.34		
-0.024860136	8.26		
-0.024859136	8.3		
-0.024858136	8.34		
-0.024857136	8.38		
-0.024856136	8.32		
-0.024855136	8.32		
-0.024854136	8.3		
-0.024853136	8.34		
-0.024852136	8.28		
-0.024851136	8.34		
-0.024850136	8.28		
-0.024849136	8.32		
-0.024848136	8.32		
-0.024847136	8.32		
-0.024846136	8.34		
-0.024845136	8.32		
-0.024844136	8.24		
-0.024843136	8.3		
-0.024842136	8.38		
-0.024841136	8.3		
-0.024840136	8.32		
-0.024839136	8.32		
-0.024838136	8.28		
-0.024837136	8.32		
-0.024836136	8.32		
-0.024835136	8.22		
-0.024834136	8.32		
-0.024833136	8.24		
-0.024832136	8.28		
-0.024831136	8.34		
-0.024830136	8.28		
-0.024829136	8.3		
-0.024828136	8.34		
-0.024827136	8.32		
-0.024826136	8.18		
-0.024825136	8.34		
-0.024824136	8.38		
-0.024823136	8.32		
-0.024822136	8.26		
-0.024821136	8.3		
-0.024820136	8.28		
-0.024819136	8.34		
-0.024818136	8.3		
-0.024817136	8.32		
-0.024816136	8.38		
-0.024815136	8.3		
-0.024814136	8.36		
-0.024813136	8.32		
-0.024812136	8.22		
-0.024811136	8.36		
-0.024810136	8.3		
-0.024809136	8.24		
-0.024808136	8.34		
-0.024807136	8.36		
-0.024806136	8.32		
-0.024805136	8.36		
-0.024804136	8.34		
-0.024803136	8.44		
-0.024802136	8.36		
-0.024801136	8.34		
-0.024800136	8.26		
-0.024799136	8.3		
-0.024798136	8.28		
-0.024797136	8.36		
-0.024796136	8.24		
-0.024795136	8.28		
-0.024794136	8.3		
-0.024793136	8.24		
-0.024792136	8.34		
-0.024791136	8.32		
-0.024790136	8.3		
-0.024789136	8.32		
-0.024788136	8.24		
-0.024787136	8.34		
-0.024786136	8.34		
-0.024785136	8.26		
-0.024784136	8.34		
-0.024783136	8.34		
-0.024782136	8.32		
-0.024781136	8.28		
-0.024780136	8.3		
-0.024779136	8.28		
-0.024778136	8.38		
-0.024777136	8.32		
-0.024776136	8.32		
-0.024775136	8.32		
-0.024774136	8.24		
-0.024773136	8.38		
-0.024772136	8.3		
-0.024771136	8.34		
-0.024770136	8.34		
-0.024769136	8.3		
-0.024768136	8.3		
-0.024767136	8.34		
-0.024766136	8.36		
-0.024765136	8.3		
-0.024764136	8.38		
-0.024763136	8.36		
-0.024762136	8.32		
-0.024761136	8.22		
-0.024760136	8.3		
-0.024759136	8.32		
-0.024758136	8.26		
-0.024757136	8.34		
-0.024756136	8.36		
-0.024755136	8.3		
-0.024754136	8.24		
-0.024753136	8.3		
-0.024752136	8.28		
-0.024751136	8.28		
-0.024750136	8.32		
-0.024749136	8.32		
-0.024748136	8.32		
-0.024747136	8.36		
-0.024746136	8.34		
-0.024745136	8.3		
-0.024744136	8.32		
-0.024743136	8.34		
-0.024742136	8.26		
-0.024741136	8.36		
-0.024740136	8.34		
-0.024739136	8.32		
-0.024738136	8.32		
-0.024737136	8.32		
-0.024736136	8.32		
-0.024735136	8.32		
-0.024734136	8.34		
-0.024733136	8.34		
-0.024732136	8.36		
-0.024731136	8.34		
-0.024730136	8.32		
-0.024729136	8.32		
-0.024728136	8.36		
-0.024727136	8.36		
-0.024726136	8.34		
-0.024725136	8.3		
-0.024724136	8.28		
-0.024723136	8.28		
-0.024722136	8.32		
-0.024721136	8.26		
-0.024720136	8.32		
-0.024719136	8.28		
-0.024718136	8.32		
-0.024717136	8.38		
-0.024716136	8.36		
-0.024715136	8.28		
-0.024714136	8.34		
-0.024713136	8.34		
-0.024712136	8.34		
-0.024711136	8.28		
-0.024710136	8.3		
-0.024709136	8.28		
-0.024708136	8.26		
-0.024707136	8.3		
-0.024706136	8.32		
-0.024705136	8.28		
-0.024704136	8.34		
-0.024703136	8.32		
-0.024702136	8.32		
-0.024701136	8.34		
-0.024700136	8.32		
-0.024699136	8.38		
-0.024698136	8.4		
-0.024697136	8.32		
-0.024696136	8.34		
-0.024695136	8.32		
-0.024694136	8.28		
-0.024693136	8.34		
-0.024692136	8.3		
-0.024691136	8.32		
-0.024690136	8.32		
-0.024689136	8.36		
-0.024688136	8.38		
-0.024687136	8.22		
-0.024686136	8.36		
-0.024685136	8.3		
-0.024684136	8.32		
-0.024683136	8.2		
-0.024682136	8.26		
-0.024681136	8.26		
-0.024680136	8.36		
-0.024679136	8.32		
-0.024678136	8.36		
-0.024677136	8.4		
-0.024676136	8.32		
-0.024675136	8.24		
-0.024674136	8.3		
-0.024673136	8.4		
-0.024672136	8.32		
-0.024671136	8.38		
-0.024670136	8.3		
-0.024669136	8.4		
-0.024668136	8.34		
-0.024667136	8.3		
-0.024666136	8.38		
-0.024665136	8.32		
-0.024664136	8.4		
-0.024663136	8.32		
-0.024662136	8.36		
-0.024661136	3.16		
-0.024660136	1.96		
-0.024659136	1.9		
-0.024658136	1.94		
-0.024657136	2.04		
-0.024656136	2		
-0.024655136	2		
-0.024654136	2		
-0.024653136	2.08		
-0.024652136	2.06		
-0.024651136	2.02		
-0.024650136	2.04		
-0.024649136	2.04		
-0.024648136	2.06		
-0.024647136	2.04		
-0.024646136	2.02		
-0.024645136	2		
-0.024644136	2.08		
-0.024643136	2		
-0.024642136	2		
-0.024641136	2.04		
-0.024640136	2.04		
-0.024639136	2.02		
-0.024638136	2.02		
-0.024637136	2.06		
-0.024636136	2.04		
-0.024635136	2.02		
-0.024634136	2.04		
-0.024633136	2.06		
-0.024632136	1.98		
-0.024631136	2.04		
-0.024630136	2.06		
-0.024629136	2.06		
-0.024628136	2.04		
-0.024627136	2.02		
-0.024626136	2.04		
-0.024625136	2		
-0.024624136	2.04		
-0.024623136	2.06		
-0.024622136	2.08		
-0.024621136	2		
-0.024620136	2.06		
-0.024619136	1.98		
-0.024618136	2.06		
-0.024617136	2.04		
-0.024616136	1.94		
-0.024615136	2.06		
-0.024614136	2		
-0.024613136	2.06		
-0.024612136	2.04		
-0.024611136	1.98		
-0.024610136	2		
-0.024609136	2.08		
-0.024608136	2.04		
-0.024607136	1.96		
-0.024606136	2.08		
-0.024605136	2.06		
-0.024604136	2.04		
-0.024603136	2.08		
-0.024602136	2.02		
-0.024601136	2.02		
-0.024600136	2.02		
-0.024599136	2.02		
-0.024598136	1.98		
-0.024597136	2.06		
-0.024596136	2.06		
-0.024595136	1.98		
-0.024594136	2.02		
-0.024593136	2		
-0.024592136	2.06		
-0.024591136	1.98		
-0.024590136	2.08		
-0.024589136	2.02		
-0.024588136	2.04		
-0.024587136	2.08		
-0.024586136	2		
-0.024585136	2.02		
-0.024584136	2.04		
-0.024583136	1.96		
-0.024582136	2.02		
-0.024581136	2.04		
-0.024580136	2		
-0.024579136	1.98		
-0.024578136	2		
-0.024577136	2.02		
-0.024576136	2		
-0.024575136	1.96		
-0.024574136	2		
-0.024573136	2.02		
-0.024572136	2.08		
-0.024571136	2.02		
-0.024570136	1.96		
-0.024569136	1.9		
-0.024568136	2		
-0.024567136	2		
-0.024566136	1.96		
-0.024565136	2.1		
-0.024564136	2.04		
-0.024563136	1.94		
-0.024562136	1.94		
-0.024561136	2.02		
-0.024560136	2.06		
-0.024559136	2.02		
-0.024558136	2.02		
-0.024557136	2.02		
-0.024556136	2.06		
-0.024555136	2.08		
-0.024554136	2		
-0.024553136	2.04		
-0.024552136	2.04		
-0.024551136	2.04		
-0.024550136	2		
-0.024549136	1.96		
-0.024548136	2		
-0.024547136	1.94		
-0.024546136	2.06		
-0.024545136	2.04		
-0.024544136	2		
-0.024543136	2.02		
-0.024542136	2		
-0.024541136	1.98		
-0.024540136	1.98		
-0.024539136	1.98		
-0.024538136	1.98		
-0.024537136	2.02		
-0.024536136	2.04		
-0.024535136	1.98		
-0.024534136	1.92		
-0.024533136	1.96		
-0.024532136	2		
-0.024531136	2.04		
-0.024530136	1.96		
-0.024529136	2		
-0.024528136	1.98		
-0.024527136	1.9		
-0.024526136	2.02		
-0.024525136	2.06		
-0.024524136	1.98		
-0.024523136	1.96		
-0.024522136	1.96		
-0.024521136	1.96		
-0.024520136	2		
-0.024519136	1.98		
-0.024518136	1.9		
-0.024517136	2.02		
-0.024516136	1.98		
-0.024515136	2.04		
-0.024514136	2		
-0.024513136	1.98		
-0.024512136	2.04		
-0.024511136	1.98		
-0.024510136	2		
-0.024509136	2.02		
-0.024508136	2.02		
-0.024507136	2.02		
-0.024506136	2		
-0.024505136	2		
-0.024504136	1.98		
-0.024503136	2		
-0.024502136	1.94		
-0.024501136	2		
-0.024500136	2.02		
-0.024499136	1.98		
-0.024498136	2.02		
-0.024497136	2		
-0.024496136	1.96		
-0.024495136	1.96		
-0.024494136	1.96		
-0.024493136	1.98		
-0.024492136	2		
-0.024491136	1.92		
-0.024490136	2		
-0.024489136	2		
-0.024488136	2		
-0.024487136	2.02		
-0.024486136	2		
-0.024485136	2		
-0.024484136	2.02		
-0.024483136	1.98		
-0.024482136	2		
-0.024481136	2.02		
-0.024480136	2		
-0.024479136	2		
-0.024478136	2.02		
-0.024477136	1.96		
-0.024476136	1.98		
-0.024475136	2.02		
-0.024474136	2.04		
-0.024473136	1.98		
-0.024472136	1.9		
-0.024471136	1.96		
-0.024470136	2		
-0.024469136	2		
-0.024468136	1.98		
-0.024467136	2		
-0.024466136	2.02		
-0.024465136	1.98		
-0.024464136	2		
-0.024463136	1.98		
-0.024462136	2.04		
-0.024461136	2.04		
-0.024460136	1.96		
-0.024459136	1.94		
-0.024458136	1.88		
-0.024457136	1.94		
-0.024456136	2.04		
-0.024455136	1.98		
-0.024454136	2		
-0.024453136	2.02		
-0.024452136	1.96		
-0.024451136	2.08		
-0.024450136	2.02		
-0.024449136	2		
-0.024448136	2.02		
-0.024447136	1.96		
-0.024446136	2.08		
-0.024445136	2		
-0.024444136	2		
-0.024443136	1.98		
-0.024442136	2		
-0.024441136	1.96		
-0.024440136	1.98		
-0.024439136	1.96		
-0.024438136	2.02		
-0.024437136	2		
-0.024436136	2.04		
-0.024435136	1.98		
-0.024434136	2		
-0.024433136	1.98		
-0.024432136	1.98		
-0.024431136	2		
-0.024430136	2.04		
-0.024429136	2.02		
-0.024428136	2.04		
-0.024427136	1.96		
-0.024426136	2.02		
-0.024425136	1.98		
-0.024424136	1.94		
-0.024423136	2		
-0.024422136	1.98		
-0.024421136	2.02		
-0.024420136	1.98		
-0.024419136	2.02		
-0.024418136	1.96		
-0.024417136	1.94		
-0.024416136	2.02		
-0.024415136	1.94		
-0.024414136	2.02		
-0.024413136	2.02		
-0.024412136	2.04		
-0.024411136	2.02		
-0.024410136	2.04		
-0.024409136	2.06		
-0.024408136	2		
-0.024407136	1.98		
-0.024406136	1.94		
